name,po_names,district_name,state_name,id
670304,Madayi SO,KANNUR,KERALA,670304
670305,"Palakode BO, Vengarakannur SO",KANNUR,KERALA,670305
670306,"Eriam BO, Kakkara BO, Kuttur BO, Mathamangalam BO, Mathamangalam Bazar SO, Olayampadi BO, Panapuzha BO, Porakunnu BO, Vellora BO",KANNUR,KERALA,670306
670307,"Annur BO, Chalakkod BO, Eramam Desom BO, Kanayi BO, Kandankali BO, Kandoth BO, Kankol BO, Kavvayi BO, Kokkanisseri SO, Korom BO, Mathil BO, Payyanur RS BO, Payyanur SO, Vellur BO",KANNUR,KERALA,670307
670308,"Ettikulam BO, Karanthat BO, Ramanthali SO, Vadakkumbadramanthali BO",KANNUR,KERALA,670308
670309,"Ezhilode BO, Kovvapuram BO, Kunhimangalam SO",KANNUR,KERALA,670309
670310,Ezhimala Naval Academy SO,KANNUR,KERALA,670310
670325,Mattul North SO,KANNUR,KERALA,670325
670327,Edat SO,KANNUR,KERALA,670327
670331,"Anchampeedika BO, Morazha BO, Mottammal SO",KANNUR,KERALA,670331
670334,"Ezhome SO, Kottila BO",KANNUR,KERALA,670334
670353,"CRPF Camp Aravanchal SO, Nhekly BO, Padiotchal BO, Peringome BO",KANNUR,KERALA,670353
670358,Payangadi R S SO,KANNUR,KERALA,670358
670501,Mandurkannur SO,KANNUR,KERALA,670501
670502,"Chithappilapoyil BO, Kuppamtaliparamba BO, Pariyaramkannur SO, Thiruvattoor BO",KANNUR,KERALA,670502
670503,Kannur Government Medical College SO,KANNUR,KERALA,670503
670504,"Kadannapally BO, Nareekamvally BO, Pilathara SO, Vilayancode BO",KANNUR,KERALA,670504
670511,"Cherupuzha SO, Chunda BO, Edavaramba BO, Josegiri BO, Kadumeni BO, Kamballur BO, Kanamvayal BO, Kannivayal BO, Kozhichal BO, Palavayal BO, Prapoil BO, Thabore BO, Thattummal BO, Thayyeni BO, Thirumeni BO",KANNUR,KERALA,670511
670521,"Ettukudukka BO, Karivellur SO, Kozhummal BO, Kuniyan BO",KANNUR,KERALA,670521
670561,"Aroli BO, Pappinisseri SO, Pappinisseri West BO",KANNUR,KERALA,670561
670562,"Kalliasseri SO, Kanul BO, Kuttikol BO",KANNUR,KERALA,670562
670563,"Nanicherry BO, Parassinikadavu SO, Trichambaram BO",KANNUR,KERALA,670563
670567,Kannur University Campus SO,KANNUR,KERALA,670567
670571,"Alakode SO, Alakodekuttaramba BO, Arivilanjapoyil BO, Chittodi BO, Karthikapuram BO, Karuvanchal BO, Kottayad BO, Manakadavu BO, Nellipara BO, Ottathai BO, Pathampara BO, Rayarom BO, Therthally BO, Udayagiri BO, Vellad BO, Vijayagiri BO",KANNUR,KERALA,670571
670581,"Chepparapadava SO, Edakkom BO, Eruvattychapparapadava BO, Karippal BO, Kooveri BO, Padappangad BO, Thadikadavu BO, Thimirichepparapadava BO",KANNUR,KERALA,670581
670582,"Arang BO, Areekamala BO, Kudiyanmala BO, Mandalam BO, Naduvil SO, Pottampilavu BO, Pulkurumba BO, Vayattuparamba BO",KANNUR,KERALA,670582
670591,"Eachur SO, Munderi BO",KANNUR,KERALA,670591
670592,"Chattuvapara BO, Chekkikulam BO, Kanhirode BO, Koodali SO",KANNUR,KERALA,670592
670593,"Irukkur SO, Kalliad BO, Kusavanvayal BO, Peruvalathuparamba BO",KANNUR,KERALA,670593
670594,"Mundayad BO, Varam SO",KANNUR,KERALA,670594
670595,"Edayannur SO, Elampara BO, Pattanur BO",KANNUR,KERALA,670595
670601,"Cherupazhassi BO, Kolacherry SO, Narath BO",KANNUR,KERALA,670601
670602,"Kandakai BO, Kayaralam BO, Kuttiattur BO, Mayyil SO, Mullakodi BO, Pavanoormotta BO",KANNUR,KERALA,670602
670604,"Cheleri BO, Kannadiparamba SO",KANNUR,KERALA,670604
670611,"Mamba SO, Muzhappala BO",KANNUR,KERALA,670611
670612,"Anjarakandy SO, Keezhallur BO, Muringeri BO, Vengad BO",KANNUR,KERALA,670612
670613,"Iriveri BO, Mowancheri SO",KANNUR,KERALA,670613
670621,"Chala East BO, Kadachira SO, Koyyode BO, Poduvachery BO",KANNUR,KERALA,670621
670622,"Bavode BO, Makreri BO, Mavilayi BO, Mundalur SO",KANNUR,KERALA,670622
670631,"Chempanthotty BO, Chengalayi BO, Cherikode BO, Kaithapram BO, Kootumugham BO, Malappattam BO, Nediyanga BO, Nedungome BO, Sreekandapuram SO",KANNUR,KERALA,670631
670632,"Chemperi SO, Chundakunnu BO, Eruvassi BO, Kayalampara BO, Kuniyampuzha BO, Nellikutty BO, Pooparamba BO",KANNUR,KERALA,670632
670633,"Chamathachal BO, Chandanakampara BO, Kanhirakolly BO, Payyavur SO, Pazhassikari BO",KANNUR,KERALA,670633
670641,"Ponniam BO, Ponniam West SO",KANNUR,KERALA,670641
670642,"Eruvatty BO, Kadirurtly SO, Kizhakke Kadirur BO",KANNUR,KERALA,670642
670643,"Ayithara Mambram BO, Kottayam Malabar BO, Kuthuparamba SO, Manantheri BO, Mangattidam BO, Mooriyad BO, Pachapoika BO, Sankaranellur BO, VALIYAVELICHAM B.O",KANNUR,KERALA,670643
670644,"Alattil BO, CherakkaraWynad BO, Kampatti BO, Kappattumala BO, Periya BO, PorurWynad BO, Tavinhal BO, Thalappuzha SO, Vallat BO, Varayal BO",WAYANAD,KERALA,670644
670645,"Anjukunnu BO, Arattuthara BO, Edavaka BO, Ellumannam BO, Kammana BO, Karakkamala BO, Kellur BO, Kunnamangalam Wayanad BO, Mananthavady SO, Mundakutty BO, Nallurnad BO, Pilakavu BO, Pudusseri BO, Pudusserikadavu BO, Tharuvana BO, Valery BO, Vemom BO, Vimalanagar BO",WAYANAD,KERALA,670645
670646,"Bavali BO, Kartikulam SO, Panavally BO, Payyampalli BO, Tholpetty BO, Thrissileri BO, Tirunelli BO, Tirunelli Temple BO",WAYANAD,KERALA,670646
670649,"Kavumbhagam BO, Ummenchira SO",KANNUR,KERALA,670649
670650,"Alacherry BO, Cheruvancheri BO, Chittariparamba SO, Kannavam Colony BO, Kannoth BO, Kolayad BO, Nedumpoil BO, Peruva BO, Poolakutty BO, Vayannur BO",KANNUR,KERALA,670650
670651,"Ambayathode BO, Chunkakunnu BO, Kottiyur SO",KANNUR,KERALA,670651
670661,"Melurtly BO, Palayad SO",KANNUR,KERALA,670661
670662,Muzhappilangad SO,KANNUR,KERALA,670662
670663,"Etakkad SO, Kadamburkannur BO, Kuttikkakam BO",KANNUR,KERALA,670663
670671,"Panniyannur BO, Paral SO, Vayalalam BO",KANNUR,KERALA,670671
670672,"Aniyaram BO, Chokli SO, Pullookkara BO",KANNUR,KERALA,670672
670673,"Aralam Farm BO, Kakkengad BO, Kolakkad BO, Melmuringodi BO, Muzhakunnu BO, Peravoor SO, Perumpunna BO, Tholambra BO, Thondiyil BO, Vellarvelly BO",KANNUR,KERALA,670673
670674,"Atakkathode BO, Chettiamparamba BO, Kanichar BO, Kelakam SO, Malayampadi BO, Manathana BO, Santhigiri BO, Vellunni BO",KANNUR,KERALA,670674
670675,"Kidanhi BO, Mekkunnu BO, Peringathur SO, Puliyanambram BO",KANNUR,KERALA,670675
670676,Kadavathur SO,KANNUR,KERALA,670676
670691,"Kottayampoil BO, Mudiyanga BO, Pathayakunnu SO, Pukkotkba BO",KANNUR,KERALA,670691
670692,"Chendayad BO, Elangot BO, Mokeri BO, Panoor SO, Puthurpanoor BO",KANNUR,KERALA,670692
670693,"Cheruparamba BO, Kallikandy BO, Narikkodmala BO, Poyilur BO, Thuvakunnu SO, Vilakkottur BO",KANNUR,KERALA,670693
670694,"Champad SO, Koorara BO",KANNUR,KERALA,670694
670701,"Ambilat BO, Mallannur BO, Neerveli BO, Nirmalagiri SO",KANNUR,KERALA,670701
670702,"Chavasseri BO, Kanhileri BO, Kara Peravoor BO, Kayani B.O, Keecheri BO, Kolari BO, Malur BO, Mattanur College BO, Mattanur SO, Naduvanad BO, Pazhassiraja Nagar BO, Porora BO, Sivapuram BO, Thillenkeri BO, Uliyil BO, Uruvachal BO",KANNUR,KERALA,670702
670703,"Iritty SO, Kalluvayal BO, Keezhuriritty BO, Madathil BO, Padiyurkannur BO, Punnad BO, Vilakkode BO",KANNUR,KERALA,670703
670704,"Aralam BO, Edapuzha BO, Keezhpalli BO, Koomanthode BO, Mundayamparamba BO, Payam East BO, Payam SO, Veerpad BO, Velimanam BO",KANNUR,KERALA,670704
670705,"Arabi BO, Kalanki BO, Manikkadavu BO, Manippara BO, Nuchiyad BO, Parikkalam BO, Ulikkal SO, Vattiamthode BO",KANNUR,KERALA,670705
670706,"Angadikadavu BO, Charal BO, Kacherikadavu BO, Kiliyanthara SO, Kolithattu BO, Koottupuzha BO, Perinkeri BO, Randamkadavu BO",KANNUR,KERALA,670706
670708,Kannur International Airport S.O,KANNUR,KERALA,670708
670721,"Arinjerummal BO, Cherukattoor BO, Echchome BO, Kayakunnu BO, Nadavayal BO, Nirvaram BO, Panamaram SO",WAYANAD,KERALA,670721
670731,"Kattayad BO, Kottarakunnu BO, Kunhome BO, Makkiad BO, Mattilayam BO, Thettamala BO, Thondernadu BO, Vanhode BO, Vellamunda SO",WAYANAD,KERALA,670731
670741,"Mambram BO, Parapram BO, Pathiriyad BO, Pinarayi SO",KANNUR,KERALA,670741
671121,"Adkathbail BO, Kasaragod HO, Kasaragod R S SO",KASARAGOD,KERALA,671121
671122,Talangara SO,KASARAGOD,KERALA,671122
671123,"Alampady BO, Cheroor BO, Hidayathnagar BO, Kallakatta BO, Muttathody BO, Vidyanagar SO Kasargod",KASARAGOD,KERALA,671123
671124,"Bedradka BO, Kudlu SO, Madhur BO, Mayipady BO, Mogral Puthur BO, Patla BO, Ramdasnagar BO, Shiribagilu BO",KASARAGOD,KERALA,671124
671310,"Edachakai BO, Kotakkat BO, Maniyat BO, Olat BO, Pilicode BO, Trikarpur Kadapuram BO, Trikarpur SO, Udinur BO, Vellap BO",KASARAGOD,KERALA,671310
671311,"Elambachi SO, Trikarpur South BO, Udumbanthala BO",KASARAGOD,KERALA,671311
671312,"Mavilakadapuram BO, Padne SO, Padnekadapuram BO, Valiyaparamba BO",KASARAGOD,KERALA,671312
671313,"Cheemeni BO, Chervathur SO, Kaithakkad BO, Kayyur BO, Kilaikote BO, Perumbatta BO, Pettikundu BO, Podavur BO, Timiri  Chervathur BO, Valiapoil BO",KASARAGOD,KERALA,671313
671314,"Bengalam BO, Bheemanady BO, Chathamath BO, Chayoth BO, Elerithattu BO, Erikulam BO, Kalichanadukam BO, Karindala BO, Kattipoil BO, Kollampara BO, Kottamala Estate BO, Kottapuram BO, Madikai BO, Nileshwar SO, Ozhinhavalappu BO, Padannakkad BO, Periyanganam BO, Pudukai BO, Puthariadukkam BO, Thaikadapuram BO, Uppilakai BO, West Eleri BO",KASARAGOD,KERALA,671314
671315,Kanhangad HO,KASARAGOD,KERALA,671315
671316,"Bekal Fort SO, Chittari BO, Keekan BO, Manikoth BO, Movval BO, Ravaneshwaram BO",KASARAGOD,KERALA,671316
671317,"Chamnad BO, Chandragiri BO, Kalnad SO, Paravanadkam BO, Perumbala BO",KASARAGOD,KERALA,671317
671318,"Bekal SO, Panayal BO",KASARAGOD,KERALA,671318
671319,"Bare BO, Mylatti BO, UDMA  Padinhare BO, Udma SO",KASARAGOD,KERALA,671319
671320,PERIYE S.O,KASARAGOD,KERALA,671320
671321,"Angadimogaru BO, Arikady BO, Badur BO, Bela BO, Bombrana BO, Ednad BO, Ichlampady BO, Kannur BO, Kidoor BO, Kodiamme BO, Kumbla SO, Mogral BO, Mugu BO, Nirchal BO, Puthige BO, Shiriya BO, Ullody BO",KASARAGOD,KERALA,671321
671322,"Ammeri BO, Bekur BO, Beripadavu BO, Chippar BO, Kayyaru BO, Kurudapadavu BO, Uppala Gate BO, Uppala SO",KASARAGOD,KERALA,671322
671323,"Anekallu BO, Badaje BO, Charla BO, Hosabettu BO, Kadambar BO, Kodlamogaru BO, Koliyur BO, Kunjathur BO, Majibail BO, Manjeshwar SO, Miyapadavu BO, Moodambail BO, Pathoor BO, Pavoor BO, Udyavara BO, Vorkadi BO",KASARAGOD,KERALA,671323
671324,"Dharmathadka BO, Heroor BO, Ichilangodu BO, Kudalmerkala BO, Mangalpady SO, Permude BO",KASARAGOD,KERALA,671324
671325,Central University of Kerala Campus S.O,KASARAGOD,KERALA,671325
671326,"Chittarikkal SO, Mandapam BO",KASARAGOD,KERALA,671326
671348,"Bayar BO, Paivalike SO",KASARAGOD,KERALA,671348
671351,"Achanthuruthi BO, Thuruthi SO",KASARAGOD,KERALA,671351
671531,"Achikanam BO, Ajanur BO, Anandashrama SO, Attenganam BO, Balla BO, Haripuram BO, Iriya BO, Kanhangad South BO, Kanhiradkom BO, Kanhirapoil BO, Kodoth BO, Kolavayal BO, Padimaruth BO, Paraklayi BO, Pullur BO, Thayanoor BO",KASARAGOD,KERALA,671531
671532,"Chamundikunnu BO, Kallappally BO, Kolichal BO, Kottody BO, Malakallu BO, Panathady BO, Panathur BO, Rajapuram SO, Ranipuram BO",KASARAGOD,KERALA,671532
671533,"Balal BO, Kanakappally BO, Kinanur BO, Parappa SO",KASARAGOD,KERALA,671533
671534,"Chully BO, Darkas BO, Konnakad BO, Muttomkadavil BO, Natakkal BO, Paramba BO, Plachikara BO, Punnakkunnu BO, Vallikadavu BO, Vellarikundu SO",KASARAGOD,KERALA,671534
671541,"Bandadka BO, Bedadka BO, Changala SO, Edneer BO, Karivedakam BO, Kolathuri BO, Kundankuzhy BO, Kuttikolu BO, Manadka BO, Manimoola BO, Munnad BO, Samekochi BO, Sankarampady BO, Thekkil BO, Thekkilferry BO",KASARAGOD,KERALA,671541
671542,"Iriyanni BO, Kanathur BO, Karadka BO, Kotoor BO, Malla BO, Muliyar SO, Vattamthatta BO",KASARAGOD,KERALA,671542
671543,"Adur BO, Bellur BO, Delampady BO, Kakkebettu BO, Kinningar BO, Kuntar BO, Movvar BO, Mulleria SO, Nekraje BO, Nettanige BO, Pandi BO, Panjikkal BO, Parappa  Delampady BO, Urdur BO",KASARAGOD,KERALA,671543
671551,"Ariyapady BO, Kumbdaje BO, Kuntikana BO, Pallathadka BO, Perdala SO, Yethadka BO",KASARAGOD,KERALA,671551
671552,"Balemoola BO, Katukukke BO, Padre BO, Perla SO, Sheni BO, Ukkinadka BO, Vaninagar BO",KASARAGOD,KERALA,671552
673001,"Calicut HO, Calicut RS SO, Parappil SO",KOZHIKODE,KERALA,673001
673002,"Chalapuram SO, Tali SO",KOZHIKODE,KERALA,673002
673003,"Kallaikozhikode SO, Kannancheri BO, Sreerama Krishna Mission BO",KOZHIKODE,KERALA,673003
673004,"Calicut City SO, Puthiyara SO, Thiruthiyad BO",KOZHIKODE,KERALA,673004
673005,"Edakkad  West Hill BO, West Hill Beach SO, West Hill Chungam BO, West Hill SO",KOZHIKODE,KERALA,673005
673006,Eranhipalam SO,KOZHIKODE,KERALA,673006
673007,"Kommeri BO, Mankavu SO, Pokkunnu BO",KOZHIKODE,KERALA,673007
673008,"Calicut Medical College SO, Cherukulathur BO, Devagiri College BO, Kottamparamba BO, Kuttikkattur BO, Mayanad BO, Peruvayal BO, Poovattu Paramba BO, Velliparamba BO",KOZHIKODE,KERALA,673008
673009,"Malaparamba SO, Paropadi BO",KOZHIKODE,KERALA,673009
673010,"Karaparamba SO, Karuvasseri BO, Nedungottur BO, Vengeri BO",KOZHIKODE,KERALA,673010
673011,"Nadakavu SO, Vellayil SO",KOZHIKODE,KERALA,673011
673012,"Marikunnu SO, Parambil BO",KOZHIKODE,KERALA,673012
673014,"Guruvayurappan College SO, Iringallur BO",KOZHIKODE,KERALA,673014
673015,"Beypore North BO, Beypore SO",KOZHIKODE,KERALA,673015
673016,"Govinda Puram BO, Kottuli BO, Kuthiravattom SO, Nellicode BO",KOZHIKODE,KERALA,673016
673017,"Chevarambalam BO, Chevayur SO, Vrindavan Colony BO",KOZHIKODE,KERALA,673017
673018,Calicut Arts  Science College SO,KOZHIKODE,KERALA,673018
673019,"Olavanna BO, Pantheerankavu SO, Perumanna BO, Vellayikkode BO",KOZHIKODE,KERALA,673019
673020,"Calicut Civil Station HO, Calicut Collectorate SO",KOZHIKODE,KERALA,673020
673021,Puthiyangadi SO,KOZHIKODE,KERALA,673021
673027,Nallalam SO,KOZHIKODE,KERALA,673027
673028,Arakinar SO,KOZHIKODE,KERALA,673028
673029,"Tiruvannur BO, Tiruvannur Nada SO",KOZHIKODE,KERALA,673029
673032,"Calicut Beach SO, Calicut Courts SO",KOZHIKODE,KERALA,673032
673051,KOZHIKODE PARCEL CENTRE,KOZHIKODE,KERALA,673051
673101,Vadakara HO,KOZHIKODE,KERALA,673101
673102,"Kannookkara BO, Madappalli College SO, Rayarangoth BO",KOZHIKODE,KERALA,673102
673103,Vadakara Beach SO,KOZHIKODE,KERALA,673103
673104,"Chemmarathur BO, Keezhil BO, Kurikkilad BO, Memunda BO, Meppayil BO, Nadakkuthala BO, Nut Street SO, Puthur BO, Siddhasamaj BO, Vayikkilassery BO",KOZHIKODE,KERALA,673104
673105,"Mandarathur BO, Pathiyarakkara BO, Puduppanam SO",KOZHIKODE,KERALA,673105
673106,"Chorode East BO, Chorode SO, Muttungal BO, Muttungal West BO",KOZHIKODE,KERALA,673106
673121,Kalpetta HO,WAYANAD,KERALA,673121
673122,"Chennalode BO, Kakka Vayal BO, Kalpetta North SO, Kavumannam BO, Madakkimala BO, Madakunnu BO, Mandad BO, Maniyangode BO, Muttil BO, Pariyaram  Wynad BO, Pinangode BO, Puzhamutti BO, Vazhu Vatta BO",WAYANAD,KERALA,673122
673123,"Chundale SO, Kunnambetta BO",WAYANAD,KERALA,673123
673124,"KAMBALAKKAD SO, Kaniyambetta BO, Karinkutty BO, Kottathara BO, Pallikunnu Wynad BO, Thekkumthara BO",WAYANAD,KERALA,673124
673301,Chaliyam SO,KOZHIKODE,KERALA,673301
673302,Kadalundi SO,KOZHIKODE,KERALA,673302
673303,"Elathur SO Kozhikode, Eranhikkal BO, Puthiya Nirathu BO, Vengalam BO",KOZHIKODE,KERALA,673303
673304,"Chemancheri SO, Kappad BO, Thuvakkode BO, Tiruvangoor BO",KOZHIKODE,KERALA,673304
673305,Koyilandi HO,KOZHIKODE,KERALA,673305
673306,"Cheliya BO, Edakulam  Koyilandi SO, MELUR BO",KOZHIKODE,KERALA,673306
673307,"Keezhariyur BO, Kollam SO, Muchukunnu BO, Mudadi BO, Mudadi North BO",KOZHIKODE,KERALA,673307
673308,"Chombala SO, Kunnummakkara BO, Onchiyam BO",KOZHIKODE,KERALA,673308
673309,"Azhiyur SO, Korothroad BO",KOZHIKODE,KERALA,673309
673311,New Mahe SO,KANNUR,KERALA,673311
673312,Peringadi SO,KANNUR,KERALA,673312
673313,Olavilam SO,KANNUR,KERALA,673313
673314,"Kadalundinagaram SO, Vallikkunnu BO, Vallikkunnu North BO",MALAPPURAM,KERALA,673314
673315,"Atholi SO, Cheekilode BO, Kolakkad BO, Kolathur BO, Kongannur BO, Velur West BO",KOZHIKODE,KERALA,673315
673316,Kariyad South SO,KANNUR,KERALA,673316
673317,"Annasseri BO, Thalakolathur SO",KOZHIKODE,KERALA,673317
673323,"Kakkancheri BO, Kunnathara BO, Modakkallur BO, Oravil BO, ULLIYERI SO",KOZHIKODE,KERALA,673323
673328,Mannur SO Kozhikode,KOZHIKODE,KERALA,673328
673501,"Eramala BO, Orkatteri SO",KOZHIKODE,KERALA,673501
673502,"Edacheri North BO, Edacheri SO, Katcheri BO",KOZHIKODE,KERALA,673502
673503,"Kotancheri BO, Kuningad BO, Muthuvadathur BO, Purameri SO",KOZHIKODE,KERALA,673503
673504,"Iyyangode BO, Nadapuram SO, Perode BO",KOZHIKODE,KERALA,673504
673505,"Iringannur BO, Kayappanichi BO, Mudavantheri BO, Tuneri SO",KOZHIKODE,KERALA,673505
673506,"Chelakkad BO, Indira Nagar BO, Kallachi SO, Kodiyura BO, Naripetta BO, Nedumparamba BO, Vanimal BO, Varikoli BO, Vilangad BO, Vishnumangalam BO",KOZHIKODE,KERALA,673506
673507,"Arur BO, Cheekkonnummal BO, Cheekonnummal  West BO, Cherapuram BO, Kakkattil SO, Mokeri Nadapuram BO, Mullambath BO, Nittur BO, Nitumannur BO, Padiripetta BO, Poolakkul BO, Thinur BO, Vatayam BO, Vattoli BO",KOZHIKODE,KERALA,673507
673508,"Adukkath BO, Karandode BO, Kayakodi BO, Kurichagam BO, Kuttiadi SO, Muthuvannacha BO, Paleri BO, Paleri Town BO, Taliyil BO, Velom BO, Velom Peruvayal BO",KOZHIKODE,KERALA,673508
673509,"Chekkiyad BO, Parakkadavu SO, Puliyavil BO, Thanakottur BO",KOZHIKODE,KERALA,673509
673513,"Akkal BO, Chappanthottam BO, Chathangottunada BO, Karingad BO, Kavilampara SO, Kunduthode BO, Marudonkara BO, Moilothara BO, Pasukkadavu BO, Poothampara BO, Vannathichira BO",KOZHIKODE,KERALA,673513
673517,"Abhayagiri BO, Bhumivathukkal BO, Cherumoth BO, Chuzhali BO, Kallunira BO, Valayam SO",KOZHIKODE,KERALA,673517
673521,"Ayanikkad BO, Iringal SO, Kottakkaligl BO, Palayad Nada BO",KOZHIKODE,KERALA,673521
673522,"Kilur Meladi BO, Pallikara BO, Payyoli SO, Purakkad BO",KOZHIKODE,KERALA,673522
673523,"Iringath BO, Maniyur BO, Muthuuvana BO, Payyoli Angadi SO",KOZHIKODE,KERALA,673523
673524,"Avala BO, Cheruvannur Meladi BO, Kalpathur BO, Karayad BO, Kizhpayur BO, Kozhukkallur BO, Kuttoth BO, Meppayur SO, Muyipoth BO",KOZHIKODE,KERALA,673524
673525,"Chenoli BO, Edavarad BO, Eravattur BO, Kadiyangad BO, Kayanna Bazar BO, Kilinnanyam BO, Koothali BO, Mennaniam BO, Perampra SO",KOZHIKODE,KERALA,673525
673526,"Chakkittapara BO, Kayanna SO, Thandorapara BO",KOZHIKODE,KERALA,673526
673527,"Cherukad BO, Kakkayam BO, Kallanode BO, Koorachundu SO, Mattanode BO",KOZHIKODE,KERALA,673527
673528,"Avadukka BO, Chempanoda BO, Chengaroth BO, Muthukad BO, Peruvannamuzhi SO, Poozhithode BO",KOZHIKODE,KERALA,673528
673529,"Chingapuram BO, Katalur BO, Tikkoti SO",KOZHIKODE,KERALA,673529
673541,"Ayancheri BO, Chaniyankadavu BO, Cherandathur BO, Tharopoyil BO, Thiruvallur SO, Thodannur BO",KOZHIKODE,KERALA,673541
673542,"Karthikappally BO, Katameri BO, Kottappalli BO, Kurinhaliyode BO, Mayyannur BO, Ponmeri Parambil BO, Valliyad BO, Villyappalli SO",KOZHIKODE,KERALA,673542
673570,Iim Kozhikode Campus SO,KOZHIKODE,KERALA,673570
673571,"Chelavur BO, Karanthur BO, Konott BO, Kunnamangalam Mini Industrial BO, Kunnamangalam SO, Padanilam BO, Payimbra BO, Peringalam BO, Pilasseri BO",KOZHIKODE,KERALA,673571
673572,"Avilora BO, Elettil BO, Karuvampoyil BO, Kilakkoth BO, Kotuvalli SO, Manipuram BO, Pannikkottur BO, Valiyaparamba BO, Vavad BO",KOZHIKODE,KERALA,673572
673573,"Chamal BO, Kattippara BO, Kudathai BO, Kudathai Bazar BO, Maikavu BO, Parappanpoyil BO, Tamaracheri SO, Thachampoyil BO",KOZHIKODE,KERALA,673573
673574,"Ekarool BO, Emmamparamba BO, Iyyad BO, Mangad BO, Talayad BO, Unnikulam SO, Vayalada BO",KOZHIKODE,KERALA,673574
673575,"Achooranam BO, Arambatta Kunnu BO, Bibleland BO, Manjoora BO, Padinhara Thara BO, Pozhuthana SO, Thariote BO, Thariote North BO, Varambetta BO",WAYANAD,KERALA,673575
673576,"Lakkidi BO, Sugandhagiri BO, Vythiri SO",WAYANAD,KERALA,673576
673577,"Chembra BO, Cottanad BO, Meppadi SO, Mundakai BO, Nathamkuni BO, Puthumala BO, Puthur Vayal BO, Ripon Wynad BO, Trikai Petta BO, Vallarmala BO",WAYANAD,KERALA,673577
673579,"Amara Kuni BO, Bhoodanam Colony BO, Cheeyambam BO, Chettapalam BO, Kabanigiri BO, Kalanadi Kolli BO, Manal Vayal BO, Marakadavu BO, Mullankolli BO, Padichira BO, Pakkom BO, Palakolli BO, Perikallur BO, Pulpalli SO, Sasimala BO, Seetha Mount BO, Veliyambam BO",WAYANAD,KERALA,673579
673580,"Chembu Kadavu BO, Kannoth BO, Kotancheritamaracheri SO, Kuppayakode BO, Meemutty BO, Mundur  Kozhikode BO, Murampathy BO, Theyyappara BO, Velancode BO",KOZHIKODE,KERALA,673580
673581,"Chellangode BO, Kadalmat BO, Vatuvanchal SO",WAYANAD,KERALA,673581
673582,"Kallurutty BO, Neeleswaram BO, Omasseri SO, Puthur Kotuvalli BO, Santhi Nagar BO, Velimanna BO, Venappara BO",KOZHIKODE,KERALA,673582
673585,"Eravannur BO, Madavoor BO, Muttancheri BO, Narikkuni SO, Parannur BO, Punnasseri BO, Punnur  Cherupalam BO",KOZHIKODE,KERALA,673585
673586,"Adivaram Pudupadi BO, Kakkad Pudupadi BO, Kythapoyil BO, Mailellampara BO, Nooramthode BO, Perumpally BO, Puduppadi SO",KOZHIKODE,KERALA,673586
673591,"Karachal BO, Karani BO, Kariyambadi BO, Kolagapara BO, Krishna Giri BO, Kumbaleri BO, Meenangadi SO, Mylambadi BO, Varadoor BO",WAYANAD,KERALA,673591
